# Fairway investor table. One row per house. Built by tools/build_investors_table.py.
# Checked by tools/investor_check.py, which is the gate on what may render.
#
# TWO LAYERS AND THEY MUST NOT BE BLENDED.
#   EVIDENCE  the houses behind a founder's own reference rounds, generated from the same files
#             the football field comes from. Every deal carries company, month and the round's own
#             source URL. Honest label: a map of who pays up for businesses like yours, mostly
#             growth-stage and mostly US. NOT a call list for a seed round.
#   CALLABLE  funds writing first cheques in the founder's sector now. Seeded from the 19 UK funds
#             curated in data-content.js and DELIBERATELY INCOMPLETE: no dated deal, no source URL,
#             so the checker refuses them. That refusal is the pull list, not a bug.
#
# THE ACTIVITY RULE, taken from vcconf and binding here: a CALLABLE investor renders only with at
# least one named, dated deal inside 12 months WITH a source URL, a first-cheque range, a stage,
# a sector in our vocabulary, a geography and a one-line thesis. A row missing any of those does
# not render. Same discipline as comps sourcing: a figure with no source does not exist.
#
# COMPLIANCE, binding on every rendering of both layers: public information only, nothing behind
# a login, no contact details, no claim of introduction. The footer line carries onto every card:
# a map, not an introduction; no affiliation or endorsement is implied. Styled text wordmarks,
# never logos.
#
# Never pad to a fixed count. Six good matches beat twelve loose ones.
investor_key,investor_name,house_type,layer,geographies,stage_bands,first_cheque_low_m,first_cheque_high_m,cheque_currency,round_size_low_m,round_size_high_m,thesis_one_liner,deal_evidences_sector,cheque_range_source,sector_deals_file,screening_categories,subsectors,recent_deal_1_company,recent_deal_1_date,recent_deal_1_source_url,recent_deal_2_company,recent_deal_2_date,recent_deal_2_source_url,rounds_in_set,companies_in_set,companies_backed,first_round,last_round,median_round_size_m,median_postmoney_m,last_verified,provenance
lightrock,Lightrock,,EVIDENCE,,,,,,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,,,,1,1,Creditas,2022-01,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
lightrockindia,Lightrock India,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),E-commerce shipping aggregation(1),Shiprocket,2022-08,https://yourstory.com/2022/08/funding-shiprocket-temasek-march-capital-unicorn,,,,1,1,Shiprocket,2022-08,2022-08,32.6,1230.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
linkedin,LinkedIn,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),Sales engagement(1),Salesloft,2019-04,https://techcrunch.com/2019/04/25/salesloft-funding/,,,,1,1,Salesloft,2019-04,2019-04,70.0,600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
livenation,Live Nation,,EVIDENCE,,,,,,,,,,,,D2C / Consumer Brand(1),Beverages(1),Liquid Death,2022-10,bevnet.com/news/2022/liquid-death-closes-70m-raise-as-water-brand-explores-ipo/,,,,1,1,Liquid Death,2022-10,2022-10,70.0,700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
msa,MSA,,EVIDENCE,,,,,,,,,,,,,,Gorillas,2021-10,https://www.cnbc.com/2021/10/19/delivery-hero-leads-1-billion-investment-in-grocery-start-up-gorillas.html,,,,1,1,Gorillas,2021-10,2021-10,1000.0,3100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
msd,MSD Partners,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),Account-based marketing / revenue intelligence(1),6sense,2022-01,https://www.prnewswire.com/news-releases/6sense-announces-200-million-series-e-round-increasing-valuation-to-5-2-billion-301464832.html,,,,1,1,6sense,2022-01,2022-01,200.0,5200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
madrona,Madrona,,EVIDENCE,,,,,,,,,,,,E-commerce Enablement(1),Retail e-commerce management software(1),CommerceIQ,2022-03,techcrunch.com/2022/03/21/commerceiq-e-commerce-infrastructure/,,,,1,1,CommerceIQ,2022-03,2022-03,115.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
maersk,Maersk,,EVIDENCE,,,,,,,,,,,,,,Loadsmart,2020-11,https://blog.loadsmart.com/2020/11/20/news-digital-freight-platform-loadsmart-raises-90m-in-series-c-funding-round-led-by-blackrocks-managed-funds,,,,1,1,Loadsmart,2020-11,2020-11,90.0,400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
march,March Capital,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),E-commerce shipping aggregation(1),Shiprocket,2022-08,https://yourstory.com/2022/08/funding-shiprocket-temasek-march-capital-unicorn,,,,1,1,Shiprocket,2022-08,2022-08,32.6,1230.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
marcyventure,Marcy Venture Partners,,EVIDENCE,,,,,,,,,,,,D2C / Consumer Brand(1),Lingerie and apparel(1),Savage X Fenty,2021-02,forbes.com/sites/maddieberg/2021/02/10/rihannas-lingerie-line-savage-x-fenty-raises-115-million-on-same-day-lvmh-announces-its-closing-her-fashion-house/,,,,1,1,Savage X Fenty,2021-02,2021-02,115.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
markvadon,Mark Vadon,,EVIDENCE,,,,,,,,,,,,,,AG1,2022-01,https://techcrunch.com/2022/01/25/athletic-greens-valued-at-1-2b-nutrition-drink/,,,,1,1,AG1,2022-01,2022-01,115.0,1315.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
marshallwace,Marshall Wace,,EVIDENCE,,,,,,,,,,,,Merchant Acquiring & PSP(1),Merchant commerce and payments(1),Pine Labs,2021-05,https://techcrunch.com/2021/05/16/merchant-commerce-platform-pine-labs-raises-285-million/,,,,1,1,Pine Labs,2021-05,2021-05,285.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
mayfield,Mayfield,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),Sales execution and engagement(1),Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,,,,1,1,Outreach,2021-06,2021-06,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
mckinley,McKinley Capital,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),E-commerce shipping aggregation(1),Shiprocket,2022-08,https://yourstory.com/2022/08/funding-shiprocket-temasek-march-capital-unicorn,,,,1,1,Shiprocket,2022-08,2022-08,32.6,1230.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
metaplatforms,Meta Platforms,,EVIDENCE,,,,,,,,,,,,Scraping / Data for AI(1),Training-data infrastructure(1),Scale AI,2025-06,https://scale.com/blog/scale-ai-announces-next-phase-of-company-evolution,,,,1,1,Scale AI,2025-06,2025-06,14300.0,29000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
microsoft,Microsoft,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(1)",Foundation models / generative AI(1),OpenAI,2025-03,https://openai.com/index/march-funding-updates/,,,,1,1,OpenAI,2025-03,2025-03,40000.0,300000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
mubadalacoinvestor,Mubadala (co-investor),,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),Sales engagement(1),Salesloft,2021-12,https://www.salesloft.com/company/newsroom/salesloft-announces-strategic-growth-investment-from-vista-equity-partners,,,,1,1,Salesloft,2021-12,2021-12,,2300.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
navalravikant,Naval Ravikant,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(1)",AI search / answer engine(1),Perplexity,2024-01,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round,,,,1,1,Perplexity,2024-01,2024-01,73.6,520.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
nexusventure,Nexus Venture Partners,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),Sales intelligence and engagement(1),Apollo.io,2023-08,https://www.apollo.io/magazine/apolloio-secures-100-million-series-d-at-16b-valuation-to-drive-world-class-gtm,,,,1,1,Apollo.io,2023-08,2023-08,100.0,1600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
noleadaccessindustries,No lead. Access Industries,,EVIDENCE,,,,,,,,,,,,Streaming & Creator(1),Music streaming(1),Deezer,2018-08,https://newsroom-deezer.com/2018/08/deezer-raises-e160-million-from-new-and-existing-investors-in-private-placement-and-enters-into-exclusive-distribution-agreement-with-rotana/,,,,1,1,Deezer,2018-08,2018-08,160.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
norwest,Norwest,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),E-commerce logistics and parcel(1),Xpressbees,2022-02,https://entrackr.com/2022/02/xpressbees-enters-unicorn-club-after-300-mn-series-f-round/,,,,1,1,Xpressbees,2022-02,2022-02,300.0,1200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
notable,Notable,,EVIDENCE,,,,,,,,,,,,Cloud & Infrastructure Software(1),Front-end cloud / developer platform(1),Vercel,2024-05,https://www.streetinsider.com/Reuters/Exclusive-Vercel+completes+$250+million+Series+E+round+at+$3.25+billion+valuation/23238755.html,,,,1,1,Vercel,2024-05,2024-05,250.0,3250.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
oaktree,Oaktree,,EVIDENCE,,,,,,,,,,,,Marketplace aggregator(1),Amazon brands(1),Thrasio,2021-10,prnewswire.com/news-releases/silver-lake-leads-thrasios-1-billion-series-d-financing-alongside-advent-international-upper90-and-peak6-301407213.html,,,,1,1,Thrasio,2021-10,2021-10,1000.0,,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
openaistartupfund,OpenAI Startup Fund,,EVIDENCE,,,,,,,,,,,,Vertical Software(1),Legal AI / legal workflow(1),Harvey,2025-06,https://www.harvey.ai/blog/harvey-raises-series-e,,,,1,1,Harvey,2025-06,2025-06,300.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
openview,OpenView,,EVIDENCE,,,,,,,,,,,,Personal Software / Productivity(1),Scheduling automation(1),Calendly,2021-01,https://techcrunch.com/2021/01/26/how-atlantas-calendly-turned-a-scheduling-nightmare-into-a-3b-startup/,,,,1,1,Calendly,2021-01,2021-01,350.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
operatorcollective,Operator Collective,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),GTM data enrichment and workflow(1),Clay,2026-01,https://www.businesswire.com/news/home/20260128514638/en/Clay-Announces-Second-Employee-Tender-Offer-in-Nine-Months-at-a-%245B-Valuation,,,,1,1,Clay,2026-01,2026-01,,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
orange,Orange,,EVIDENCE,,,,,,,,,,,,Streaming & Creator(1),Music streaming(1),Deezer,2018-08,https://newsroom-deezer.com/2018/08/deezer-raises-e160-million-from-new-and-existing-investors-in-private-placement-and-enters-into-exclusive-distribution-agreement-with-rotana/,,,,1,1,Deezer,2018-08,2018-08,160.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
peak6,PEAK6 Investments,,EVIDENCE,,,,,,,,,,,,Marketplace aggregator(1),Amazon brands(1),Thrasio,2021-10,prnewswire.com/news-releases/silver-lake-leads-thrasios-1-billion-series-d-financing-alongside-advent-international-upper90-and-peak6-301407213.html,,,,1,1,Thrasio,2021-10,2021-10,1000.0,,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
parkwest,Park West,,EVIDENCE,,,,,,,,,,,,Consumer Marketplace(1),Sneaker and apparel resale(1),GOAT Group,2021-06,prnewswire.com/news-releases/goat-group-valuation-more-than-doubles-to-3-7-billion-after-closing-series-f-funding-round-of-195-million-301319298.html,,,,1,1,GOAT Group,2021-06,2021-06,195.0,3700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
peakxv,Peak XV,,EVIDENCE,,,,,,,,,,,,Consumer Marketplace(1),Value e-commerce marketplace(1),Meesho,2024-05,techcrunch.com/2024/05/10/meesho-an-indian-social-commerce-with-150m-transacting-users-secures-275m-in-new-funding,,,,1,1,Meesho,2024-05,2024-05,275.0,3900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
premji,Premji,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(1),Enterprise generative AI platform(1),Writer,2024-11,https://writer.com/blog/series-c-funding-writer-press-release/,,,,1,1,Writer,2024-11,2024-11,200.0,1900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
premjiinvest,Premji Invest,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),Sales execution and engagement(1),Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,,,,1,1,Outreach,2021-06,2021-06,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
prosus,Prosus,,EVIDENCE,,,,,,,,,,,,Consumer Marketplace(1),Value e-commerce marketplace(1),Meesho,2021-09,techcrunch.com/2021/09/29/meesho-india-social-commerce-raises-570-million/,,,,1,1,Meesho,2021-09,2021-09,570.0,4900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
qed,QED,,EVIDENCE,,,,,,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,,,,1,1,Creditas,2022-01,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
quadrille,Quadrille Capital,,EVIDENCE,,,,,,,,,,,,,,Jobandtalent,2021-12,https://www.kinnevik.com/investor-relations/press-releases/2021/kinnevik-invests-usd-115-million-in-jobandtalent-the-worlds-,,,,1,1,Jobandtalent,2021-12,2021-12,500.0,2350.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
rewe,REWE,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),Quick commerce / instant grocery(1),Flink,2024-09,https://techcrunch.com/2024/09/16/flink-the-quick-commerce-startup-raises-another-150m-at-a-valuation-of-just-under-1b/,,,,1,1,Flink,2024-09,2024-09,150.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
radical,Radical Ventures,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(1),Enterprise generative AI platform(1),Writer,2024-11,https://writer.com/blog/series-c-funding-writer-press-release/,,,,1,1,Writer,2024-11,2024-11,200.0,1900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
renegade,Renegade,,EVIDENCE,,,,,,,,,,,,E-commerce Enablement(1),Returns management software(1),Loop Returns,2021-07,techcrunch.com/2021/07/21/loop-returns-locks-in-65-million-series-b-led-by-crv/,,,,1,1,Loop Returns,2021-07,2021-07,65.0,340.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
revaia,Revaia,,EVIDENCE,,,,,,,,,,,,Vertical Software(1),Hospitality property management software(1),Mews,2024-03,https://www.kinnevik.com/investor-relations/press-releases/2024/kinnevik-leads-funding-round-in-mews/,,,,1,1,Mews,2024-03,2024-03,110.0,1200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
ridge,Ridge Ventures,,EVIDENCE,,,,,,,,,,,,E-commerce Enablement(1),Returns management software(1),Loop Returns,2021-07,techcrunch.com/2021/07/21/loop-returns-locks-in-65-million-series-b-led-by-crv/,,,,1,1,Loop Returns,2021-07,2021-07,65.0,340.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
rotana,Rotana,,EVIDENCE,,,,,,,,,,,,Streaming & Creator(1),Music streaming(1),Deezer,2018-08,https://newsroom-deezer.com/2018/08/deezer-raises-e160-million-from-new-and-existing-investors-in-private-placement-and-enters-into-exclusive-distribution-agreement-with-rotana/,,,,1,1,Deezer,2018-08,2018-08,160.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
scholdings,SC.Holdings,,EVIDENCE,,,,,,,,,,,,,,AG1,2022-01,https://techcrunch.com/2022/01/25/athletic-greens-valued-at-1-2b-nutrition-drink/,,,,1,1,AG1,2022-01,2022-01,115.0,1315.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
science,Science,,EVIDENCE,,,,,,,,,,,,D2C / Consumer Brand(1),Beverages(1),Liquid Death,2022-10,bevnet.com/news/2022/liquid-death-closes-70m-raise-as-water-brand-explores-ipo/,,,,1,1,Liquid Death,2022-10,2022-10,70.0,700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
secondquarter,SecondQuarter,,EVIDENCE,,,,,,,,,,,,E-commerce Enablement(1),Checkout advertising and offers(1),Rokt,2025-01,prnewswire.com/news-releases/rokt-announces-secondary-transaction-increasing-valuation-to-us3-5-billion-and-appointment-of-anita-sands-to-the-board-of-directors-302352792.html,,,,1,1,Rokt,2025-01,2025-01,335.0,3500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sequoiacapitalglobalequities,Sequoia Capital Global Equities,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1),Sales execution and engagement(1),Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,,,,1,1,Outreach,2021-06,2021-06,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sequoiaindia,Sequoia India,,EVIDENCE,,,,,,,,,,,,Merchant Acquiring & PSP(1),Payment aggregator and neobanking(1),Razorpay,2021-12,https://razorpay.com/blog/razorpay-secures-375-million-in-series-f-funding/,,,,1,1,Razorpay,2021-12,2021-12,375.0,7500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sibos,Sibos,,EVIDENCE,,,,,,,,,,,,Vertical Software(1),Account-to-account payments platform(1),GoCardless,2022-02,https://gocardless.com/blog/series-g/,,,,1,1,GoCardless,2022-02,2022-02,312.0,2100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sixtydegree,Sixty Degree Capital,,EVIDENCE,,,,,,,,,,,,Cybersecurity(1),SASE / network security(1),Cato Networks,2023-09,https://www.catonetworks.com/news/cato-networks-raises-238m-in-equity-investment-at-over-3b-valuation/,,,,1,1,Cato Networks,2023-09,2023-09,238.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
slackfund,Slack Fund,,EVIDENCE,,,,,,,,,,,,Cybersecurity(1),Identity and password management(1),1Password,2022-01,https://1password.com/newsroom/1password-raises-620-million/,,,,1,1,1Password,2022-01,2022-01,620.0,6800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
snowflake,Snowflake Ventures,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(1)",Analytics engineering / data transformation(1),dbt Labs,2022-02,https://www.getdbt.com/blog/series-d,,,,1,1,dbt Labs,2022-02,2022-02,222.0,4200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
softbanklatinamericafund,SoftBank Latin America Fund,,EVIDENCE,,,,,,,,,,,,,,Loadsmart,2022-02,https://blog.loadsmart.com/2022/02/01/loadsmart-raises-200-million-in-series-d-financing-reaching-1-3-billion-valuation,,,,1,1,Loadsmart,2022-02,2022-02,200.0,1300.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
softbankvisionfund1,SoftBank Vision Fund 1,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),Quick commerce / instant grocery(1),Gopuff,2021-07,https://techcrunch.com/2021/07/30/gopuff-confirms-new-1b-cash-injection-at-a-15b-valuation-to-expand-its-instant-grocery-delivery-service/,,,,1,1,Gopuff,2021-07,2021-07,1000.0,15000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sound,Sound Ventures,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(1)",Foundation models / generative AI(1),Anthropic,2023-05,https://www.anthropic.com/news/anthropic-series-c,,,,1,1,Anthropic,2023-05,2023-05,450.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sozo,Sozo Ventures,,EVIDENCE,,,,,,,,,,,,Scraping / Data for AI(1),AI training data and technical talent(1),Turing,2025-03,https://www.businesswire.com/news/home/20250306942806/en/Turing-Gears-Up-to-Power-Next-Wave-of-AGI-with-$111-Million-in-Series-E,,,,1,1,Turing,2025-03,2025-03,111.0,2200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sprints,Sprints Capital,,EVIDENCE,,,,,,,,,,,,Consumer Marketplace(1),Refurbished electronics marketplace(1),Back Market,2022-01,backmarket.reportablenews.com/pr/back-market-the-renewed-electronics-marketplace-raises-510-million-and-is-now-valued-at-5-7-billion,,,,1,1,Back Market,2022-01,2022-01,510.0,5700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
steadview,Steadview Capital,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),Third-party logistics and parcel(1),Delhivery,2021-05,https://entrackr.com/2021/05/exclusive-ipo-bound-delhivery-raises-277-mn-led-by-fidelity/,,,,1,1,Delhivery,2021-05,2021-05,277.4,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
stripes,Stripes,,EVIDENCE,,,,,,,,,,,,D2C / Consumer Brand(1),Performance apparel(1),Vuori,2024-11,businesswire.com/news/home/20241108508233/en/Vuori-Announces-%24825-Million-Investment-Led-by-General-Atlantic-and-Stripes,,,,1,1,Vuori,2024-11,2024-11,825.0,5500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
suro,SuRo,,EVIDENCE,,,,,,,,,,,,D2C / Consumer Brand(1),Beverages(1),Liquid Death,2022-10,bevnet.com/news/2022/liquid-death-closes-70m-raise-as-water-brand-explores-ipo/,,,,1,1,Liquid Death,2022-10,2022-10,70.0,700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
tfiinternational,TFI International,,EVIDENCE,,,,,,,,,,,,,,Loadsmart,2020-11,https://blog.loadsmart.com/2020/11/20/news-digital-freight-platform-loadsmart-raises-90m-in-series-c-funding-round-led-by-blackrocks-managed-funds,,,,1,1,Loadsmart,2020-11,2020-11,90.0,400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
